Ticket ID,Customer,Opened Date,Channel,First Response Hours,Resolution Hours,Self Service,CSAT
TKT-00344,Westline Systems,2026-05-24,Chat,16.3,70.1,No,3.1
TKT-00345,Kaveri Engineering,2026-07-17,Phone,30.0,42.8,No,3.1
TKT-00346,Horizon Tech,2025-09-17,Web,13.1,27.6,No,3.6
TKT-00347,Crescent Retail,2025-05-30,Chat,5.6,67.6,No,4.9
TKT-00348,Crescent Retail,2025-01-24,Web,19.3,87.6,No,4.1
TKT-00349,Riverstone Ltd,2026-01-11,Web,15.7,51.6,Yes,3.6
TKT-00350,Kaveri Engineering,2025-08-25,Portal,15.8,59.9,Yes,3.9
TKT-00351,Lotus Retail,2025-09-01,Portal,32.8,65.2,Yes,3.8
TKT-00352,Pioneer Logistics,2025-11-27,Phone,6.1,27.2,No,3.8
TKT-00353,Quantum Tech,2025-08-31,Web,25.6,28.7,No,3.8
TKT-00354,Orion Industrial,2026-02-04,Phone,23.0,38.1,No,4.1
TKT-00355,Westline Systems,2026-02-04,Web,19.3,31.0,Yes,3.5
TKT-00356,Zenith Foods,2025-11-18,Web,25.5,40.6,Yes,4.5
TKT-00357,Lotus Retail,2025-09-30,Web,10.4,50.1,Yes,4.0
TKT-00358,Nova Systems,2025-09-22,Phone,29.8,95.4,No,3.6
TKT-00359,Summit Manufacturing,2025-05-23,Web,9.9,55.5,No,3.6
TKT-00360,Jupiter Foods,2025-08-19,Web,35.0,45.8,No,3.9
TKT-00361,Pioneer Logistics,2026-06-22,Email,26.9,41.1,No,3.8
TKT-00362,Pioneer Logistics,2025-04-30,Portal,30.3,79.5,Yes,3.4
TKT-00363,Zenith Foods,2025-02-06,Web,17.5,44.0,Yes,4.6
TKT-00364,Trinity Services,2026-02-09,Chat,7.6,27.8,No,3.2
TKT-00365,Vertex Health,2026-07-18,Portal,27.1,56.2,No,4.4
TKT-00366,Riverstone Ltd,2026-07-26,Chat,4.2,29.0,No,4.5
TKT-00367,Kaveri Engineering,2025-03-05,Portal,23.0,63.1,Yes,4.3
TKT-00368,Summit Manufacturing,2025-06-05,Chat,31.8,44.4,No,4.2
TKT-00369,Evergreen Health,2026-04-30,Email,33.0,83.7,No,4.3
TKT-00370,Cobalt Systems,2025-04-30,Web,31.3,79.8,No,4.1
TKT-00371,Orion Industrial,2025-08-08,Portal,1.8,20.7,Yes,4.0
TKT-00372,Lotus Retail,2025-03-25,Portal,28.2,66.6,Yes,3.5
TKT-00373,Summit Manufacturing,2026-03-11,Email,29.4,63.7,No,5.0
TKT-00374,Metro Healthcare,2025-06-23,Phone,31.4,66.9,No,3.2
TKT-00375,Nova Systems,2025-07-17,Phone,22.6,32.3,No,4.0
TKT-00376,Urban Retail,2025-07-26,Web,27.4,76.7,Yes,3.3
TKT-00377,Eagle Retail,2025-03-09,Portal,5.7,27.4,No,3.2
TKT-00378,Aria Components,2025-01-04,Portal,13.5,15.4,No,3.7
TKT-00379,Cobalt Systems,2026-08-14,Phone,31.4,62.3,No,3.5
TKT-00380,Evergreen Health,2026-06-23,Web,29.1,67.2,No,3.2
TKT-00381,BrightPath Consulting,2025-03-08,Phone,1.9,22.5,No,3.9
TKT-00382,Aria Components,2025-05-03,Web,1.0,33.9,No,5.0
TKT-00383,Westline Systems,2025-05-18,Web,11.1,21.9,Yes,3.4
TKT-00384,Quantum Tech,2025-03-27,Web,32.7,93.3,Yes,4.0
TKT-00385,Aria Components,2026-01-03,Phone,8.1,38.9,No,4.8
TKT-00386,Delta Systems,2026-02-22,Portal,2.0,48.8,Yes,4.8
TKT-00387,Evergreen Health,2025-12-27,Chat,21.2,26.2,No,3.4
TKT-00388,Evergreen Health,2025-04-28,Web,11.9,46.3,Yes,3.8
TKT-00389,Dawn Healthcare,2025-01-02,Email,8.9,32.4,No,5.0
TKT-00390,Zenith Foods,2025-05-27,Email,10.5,18.6,No,4.3
TKT-00391,Kaveri Engineering,2025-12-04,Phone,31.3,69.9,No,3.3
TKT-00392,Pioneer Logistics,2025-05-03,Phone,28.3,91.3,No,4.6
TKT-00393,Cobalt Systems,2025-07-20,Phone,26.6,32.6,No,4.0
TKT-00394,Apex Industries,2026-03-07,Portal,23.9,57.5,Yes,4.3
TKT-00395,Quantum Tech,2026-08-16,Web,21.2,76.6,Yes,3.0
TKT-00396,Trinity Services,2025-03-04,Chat,17.8,35.5,No,4.9
TKT-00397,Evergreen Health,2025-08-17,Chat,22.1,77.6,No,4.4
TKT-00398,Nova Systems,2026-02-18,Chat,9.0,73.1,No,3.3
TKT-00399,Gamma Manufacturing,2025-12-07,Web,11.3,28.0,No,3.2
TKT-00400,Westline Systems,2025-01-20,Phone,7.2,20.0,No,4.5
TKT-00401,Horizon Tech,2026-02-26,Phone,5.4,12.6,No,4.1
TKT-00402,Lotus Retail,2025-07-03,Phone,0.5,47.6,No,4.9
TKT-00403,Gamma Manufacturing,2025-10-09,Phone,28.5,34.7,No,3.0
TKT-00404,Trinity Services,2026-06-12,Portal,5.8,10.0,Yes,4.2
TKT-00405,Metro Healthcare,2025-10-20,Web,14.0,32.2,Yes,4.4
TKT-00406,Pioneer Logistics,2025-08-28,Email,20.8,67.6,No,4.5
TKT-00407,Urban Retail,2026-02-07,Web,32.5,52.0,No,3.4
TKT-00408,Falcon Logistics,2026-03-19,Chat,21.5,86.9,No,3.3
TKT-00409,Quantum Tech,2026-04-18,Portal,2.9,6.7,Yes,4.3
TKT-00410,Evergreen Health,2026-05-11,Email,17.6,83.5,No,3.9
TKT-00411,Urban Retail,2025-08-14,Portal,2.1,39.0,Yes,3.7
TKT-00412,Aria Components,2025-07-17,Portal,0.7,72.2,No,4.3
TKT-00413,Jupiter Foods,2025-03-19,Portal,21.3,86.4,Yes,4.6
TKT-00414,Falcon Logistics,2025-05-10,Chat,0.9,27.4,No,4.7
TKT-00415,BluePeak Ltd,2025-04-17,Email,35.0,39.4,No,4.5
TKT-00416,Fusion Logistics,2026-07-14,Email,34.8,66.1,No,3.3
TKT-00417,Zenith Foods,2026-02-14,Phone,34.9,52.7,No,4.0
TKT-00418,Jupiter Foods,2025-03-13,Phone,16.3,84.4,No,4.7
TKT-00419,Falcon Logistics,2025-12-26,Chat,17.0,84.0,No,4.4
TKT-00420,Metro Healthcare,2025-05-22,Portal,10.7,43.9,No,4.5
TKT-00421,Eagle Retail,2026-04-17,Email,29.9,100.2,No,4.3
TKT-00422,Gamma Manufacturing,2026-01-01,Portal,29.7,62.6,No,4.9
TKT-00423,BrightPath Consulting,2025-11-17,Chat,34.8,106.3,No,3.4
TKT-00424,BrightPath Consulting,2026-05-21,Email,29.1,30.3,No,4.7
TKT-00425,Zenith Foods,2026-01-21,Email,33.3,62.9,No,3.8
TKT-00426,BrightPath Consulting,2025-08-21,Email,31.9,55.9,No,3.8
TKT-00427,Westline Systems,2025-07-16,Email,21.8,85.9,No,4.4
TKT-00428,Metro Healthcare,2026-05-06,Email,14.4,23.0,No,4.9
TKT-00429,Trinity Services,2026-04-03,Web,11.9,74.1,Yes,4.6
TKT-00430,BrightPath Consulting,2025-04-25,Email,2.4,15.0,No,4.2
TKT-00431,Evergreen Health,2026-04-09,Chat,21.8,91.2,No,4.7
TKT-00432,Zenith Foods,2025-04-01,Web,23.7,88.8,No,4.0
TKT-00433,BrightPath Consulting,2026-03-11,Email,16.7,88.2,No,3.5
TKT-00434,Urban Retail,2025-12-14,Web,16.0,61.0,Yes,4.5
TKT-00435,Delta Systems,2026-07-03,Phone,13.6,80.9,No,3.5
TKT-00436,Gamma Manufacturing,2025-09-25,Web,12.8,30.1,Yes,4.1
TKT-00437,Eagle Retail,2025-06-11,Portal,19.5,55.9,Yes,3.8
TKT-00438,BrightPath Consulting,2026-03-27,Email,33.6,75.4,No,4.7
TKT-00439,Lotus Retail,2025-03-30,Chat,7.3,13.4,No,4.7
TKT-00440,Evergreen Health,2026-03-30,Web,13.1,23.0,No,4.7
TKT-00441,Vertex Health,2026-03-19,Portal,20.7,72.5,No,3.0
TKT-00442,Westline Systems,2025-12-26,Email,1.7,21.3,No,4.7
TKT-00443,Kaveri Engineering,2025-10-30,Phone,27.2,44.4,No,4.6
TKT-00444,Metro Healthcare,2026-06-24,Chat,29.1,91.2,No,4.9
TKT-00445,Kaveri Engineering,2026-03-19,Portal,18.7,40.1,Yes,3.3
TKT-00446,BluePeak Ltd,2026-04-21,Email,7.7,11.8,No,3.9
TKT-00447,Dawn Healthcare,2026-05-16,Portal,30.2,52.6,No,4.3
TKT-00448,Westline Systems,2026-02-23,Chat,24.2,77.8,No,4.3
TKT-00449,Crescent Retail,2026-03-27,Chat,28.0,71.7,No,4.4
TKT-00450,Fusion Logistics,2025-01-11,Phone,25.6,52.4,No,3.3
TKT-00451,Riverstone Ltd,2025-10-31,Email,8.0,53.5,No,3.0
TKT-00452,Vertex Health,2025-11-27,Email,19.4,63.0,No,3.3
TKT-00453,Westline Systems,2026-01-26,Portal,2.4,39.7,No,4.7
TKT-00454,Zenith Foods,2025-01-20,Web,11.0,17.1,No,3.2
TKT-00455,Pioneer Logistics,2025-10-25,Email,24.3,29.4,No,4.3
TKT-00456,Kaveri Engineering,2025-11-06,Portal,1.9,54.3,No,3.1
TKT-00457,Lotus Retail,2025-09-12,Portal,11.9,61.6,No,3.5
TKT-00458,Jupiter Foods,2025-03-03,Phone,20.8,26.1,No,4.2
TKT-00459,Metro Healthcare,2025-12-31,Phone,12.4,30.1,No,4.9
TKT-00460,Metro Healthcare,2026-08-07,Web,34.7,59.2,Yes,3.8
TKT-00461,Evergreen Health,2026-07-08,Web,2.1,55.1,No,4.9
TKT-00462,Apex Industries,2025-09-24,Web,22.4,33.4,Yes,3.1
TKT-00463,Kaveri Engineering,2025-12-08,Email,0.7,18.0,No,4.7
TKT-00464,Evergreen Health,2025-10-11,Chat,13.0,79.8,No,3.1
TKT-00465,Aria Components,2025-12-04,Phone,29.9,44.8,No,3.5
TKT-00466,Gamma Manufacturing,2025-05-09,Portal,19.1,41.4,Yes,3.9
TKT-00467,Summit Manufacturing,2025-08-27,Email,25.8,60.0,No,3.5
TKT-00468,Horizon Tech,2025-09-05,Email,5.5,39.9,No,4.3
TKT-00469,Eagle Retail,2026-08-07,Phone,8.5,38.0,No,4.0
TKT-00470,Kaveri Engineering,2025-06-05,Chat,4.6,60.8,No,3.6
TKT-00471,Jupiter Foods,2025-11-08,Web,20.0,50.7,Yes,3.0
TKT-00472,Gamma Manufacturing,2026-07-23,Phone,12.8,64.4,No,3.1
TKT-00473,Pioneer Logistics,2026-06-09,Portal,8.3,66.0,Yes,4.5
TKT-00474,Pioneer Logistics,2026-07-18,Email,32.8,54.1,No,4.4
TKT-00475,Nova Systems,2026-03-24,Chat,7.1,31.2,No,3.2
TKT-00476,Urban Retail,2025-03-17,Email,35.4,39.8,No,3.6
TKT-00477,Cobalt Systems,2026-03-10,Web,6.9,37.7,Yes,4.8
TKT-00478,Jupiter Foods,2025-03-05,Email,2.3,7.9,No,3.1
TKT-00479,Lotus Retail,2026-02-03,Email,25.4,33.0,No,4.6
TKT-00480,Lotus Retail,2026-04-21,Email,19.2,89.2,No,3.9
TKT-00481,Nova Systems,2026-03-12,Phone,20.9,74.2,No,4.7
TKT-00482,Cobalt Systems,2025-02-08,Web,25.0,81.3,Yes,5.0
TKT-00483,Jupiter Foods,2025-09-01,Chat,4.0,62.8,No,3.0
TKT-00484,Kaveri Engineering,2025-11-14,Phone,27.4,44.4,No,4.9
TKT-00485,Urban Retail,2025-12-07,Phone,19.8,75.1,No,3.8
TKT-00486,Apex Industries,2025-11-27,Portal,13.2,55.4,Yes,4.4
TKT-00487,Indus Education,2025-06-10,Portal,31.4,54.4,Yes,3.4
TKT-00488,Delta Systems,2025-07-11,Email,13.8,17.7,No,4.2
TKT-00489,Westline Systems,2026-04-03,Phone,16.8,72.0,No,4.2
TKT-00490,Quantum Tech,2025-01-03,Phone,9.2,56.6,No,3.0
TKT-00491,BrightPath Consulting,2025-02-16,Chat,2.7,19.2,No,3.6
TKT-00492,Vertex Health,2025-02-24,Email,1.2,41.7,No,4.4
TKT-00493,Indus Education,2026-02-28,Portal,27.5,93.4,Yes,4.9
TKT-00494,Zenith Foods,2026-03-19,Chat,8.1,74.1,No,4.0
TKT-00495,Lotus Retail,2026-05-21,Chat,11.8,22.3,No,4.3
TKT-00496,Riverstone Ltd,2025-02-14,Web,11.5,72.4,No,3.7
TKT-00497,BrightPath Consulting,2026-05-18,Chat,29.9,101.8,No,4.5
TKT-00498,Summit Manufacturing,2025-07-25,Chat,33.8,103.3,No,3.4
TKT-00499,Metro Healthcare,2026-03-21,Phone,16.0,61.9,No,3.4
TKT-00500,Aria Components,2025-08-13,Phone,25.6,50.9,No,4.3
TKT-00501,Falcon Logistics,2026-02-28,Phone,31.9,78.4,No,4.4
TKT-00502,BluePeak Ltd,2025-05-24,Phone,17.8,46.6,No,4.1
TKT-00503,Metro Healthcare,2025-04-04,Web,21.0,52.9,No,4.7
TKT-00504,Urban Retail,2025-10-08,Phone,2.0,5.4,No,3.0
TKT-00505,Indus Education,2025-11-27,Web,19.3,83.1,Yes,3.5
TKT-00506,Zenith Foods,2026-07-02,Web,22.1,56.6,Yes,3.7
TKT-00507,Lotus Retail,2026-01-02,Portal,2.4,63.6,Yes,4.7
TKT-00508,Jupiter Foods,2025-04-08,Email,7.1,21.6,No,3.9
TKT-00509,BrightPath Consulting,2025-12-30,Email,18.0,39.7,No,4.6
TKT-00510,Kaveri Engineering,2026-06-25,Email,15.9,72.5,No,4.4
TKT-00511,Indus Education,2025-03-17,Web,8.8,62.5,Yes,4.9
TKT-00512,Nova Systems,2025-07-12,Portal,33.3,70.6,Yes,3.7
TKT-00513,BluePeak Ltd,2026-01-08,Web,23.3,79.1,Yes,4.7
TKT-00514,Summit Manufacturing,2025-05-22,Chat,0.9,12.3,No,4.9
TKT-00515,BrightPath Consulting,2025-04-11,Portal,20.1,90.8,Yes,3.0
TKT-00516,Evergreen Health,2025-06-18,Phone,4.6,23.0,No,4.4
TKT-00517,Eagle Retail,2026-03-08,Chat,10.8,69.3,No,3.9
TKT-00518,Indus Education,2025-11-26,Chat,6.4,14.9,No,3.0
TKT-00519,Westline Systems,2026-03-30,Phone,14.1,38.2,No,3.6
TKT-00520,Gamma Manufacturing,2025-12-07,Phone,33.4,97.3,No,3.6
TKT-00521,Urban Retail,2025-10-21,Portal,27.4,66.8,Yes,3.8
TKT-00522,Lotus Retail,2025-05-06,Web,5.8,72.9,Yes,4.4
TKT-00523,Riverstone Ltd,2025-06-22,Email,35.8,68.8,No,3.8
TKT-00524,Westline Systems,2025-04-18,Chat,8.1,59.0,No,4.4
TKT-00525,Dawn Healthcare,2025-06-29,Web,20.6,79.6,Yes,4.1
TKT-00526,Zenith Foods,2026-06-08,Portal,26.2,74.6,No,4.5
TKT-00527,BrightPath Consulting,2026-01-05,Portal,7.4,71.1,Yes,4.2
TKT-00528,Evergreen Health,2025-03-21,Chat,27.3,74.7,No,3.2
TKT-00529,Quantum Tech,2025-04-12,Chat,3.3,14.3,No,5.0
TKT-00530,Dawn Healthcare,2026-06-17,Chat,10.9,71.3,No,4.7
TKT-00531,Vertex Health,2025-06-27,Email,6.8,25.8,No,5.0
TKT-00532,Delta Systems,2026-03-25,Chat,20.6,39.0,No,4.2
TKT-00533,Orion Industrial,2026-05-15,Portal,34.9,58.8,Yes,3.0
TKT-00534,Crescent Retail,2025-10-14,Web,27.8,55.5,Yes,4.9
TKT-00535,Nova Systems,2025-04-17,Portal,4.6,12.8,Yes,4.9
TKT-00536,Apex Industries,2025-11-09,Web,33.1,72.1,Yes,4.4
TKT-00537,Eagle Retail,2025-12-31,Portal,23.5,80.9,Yes,4.7
TKT-00538,Metro Healthcare,2025-04-06,Web,25.7,69.6,No,3.9
TKT-00539,Eagle Retail,2026-02-13,Email,12.7,82.8,No,4.5
TKT-00540,Westline Systems,2025-08-07,Portal,19.2,58.8,No,4.6
TKT-00541,Indus Education,2026-07-03,Email,32.3,42.4,No,3.9
TKT-00542,Urban Retail,2025-03-12,Web,30.5,55.9,No,3.4
TKT-00543,Trinity Services,2026-01-02,Chat,3.5,65.8,No,3.8
TKT-00544,Trinity Services,2025-03-07,Phone,24.8,31.0,No,3.9
TKT-00545,Zenith Foods,2025-03-09,Web,28.5,83.4,Yes,4.2
TKT-00546,Cobalt Systems,2025-06-27,Portal,6.8,15.6,Yes,4.8
TKT-00547,Fusion Logistics,2025-03-30,Portal,12.2,14.0,Yes,3.2
TKT-00548,Apex Industries,2025-03-20,Email,26.5,96.7,No,4.1
TKT-00549,Falcon Logistics,2026-02-06,Chat,24.0,50.0,No,4.7
TKT-00550,Zenith Foods,2025-02-10,Portal,27.7,42.3,No,4.9
TKT-00551,Vertex Health,2026-03-18,Chat,5.5,54.0,No,3.6
TKT-00552,Nova Systems,2026-03-22,Web,25.1,29.7,Yes,3.5
TKT-00553,Evergreen Health,2025-09-25,Email,31.7,53.4,No,5.0
TKT-00554,Cobalt Systems,2025-12-12,Chat,14.7,39.7,No,3.1
TKT-00555,Vertex Health,2025-09-28,Email,33.5,41.9,No,4.6
TKT-00556,Quantum Tech,2025-09-05,Chat,17.3,66.5,No,3.2
TKT-00557,Eagle Retail,2025-07-01,Chat,35.0,73.2,No,3.7
TKT-00558,Riverstone Ltd,2025-09-05,Web,20.4,88.5,Yes,4.4
TKT-00559,Nova Systems,2026-08-10,Phone,4.0,34.6,No,4.8
TKT-00560,Orion Industrial,2025-08-18,Phone,10.6,44.4,No,4.3
TKT-00561,Quantum Tech,2026-01-18,Phone,5.4,22.4,No,3.2
TKT-00562,Pioneer Logistics,2026-07-09,Portal,32.3,46.4,Yes,4.4
TKT-00563,Jupiter Foods,2026-06-17,Portal,11.7,73.0,No,4.6
TKT-00564,Dawn Healthcare,2025-05-01,Chat,17.7,21.3,No,4.2
TKT-00565,Eagle Retail,2025-07-16,Web,8.3,20.1,Yes,4.0
TKT-00566,Falcon Logistics,2026-02-11,Web,30.5,58.8,Yes,3.5
TKT-00567,Falcon Logistics,2025-02-04,Web,26.0,64.5,Yes,4.8
TKT-00568,Vertex Health,2025-04-19,Email,30.8,85.9,No,4.6
TKT-00569,Trinity Services,2026-08-25,Chat,30.7,85.1,No,3.1
TKT-00570,Eagle Retail,2026-08-28,Email,7.0,10.2,No,3.6
TKT-00571,Aria Components,2025-07-14,Phone,33.2,70.3,No,4.4
TKT-00572,Quantum Tech,2025-10-31,Chat,9.4,35.9,No,4.7
TKT-00573,Falcon Logistics,2025-07-29,Chat,33.7,97.2,No,4.4
TKT-00574,Westline Systems,2026-08-03,Portal,22.9,69.0,Yes,4.8
TKT-00575,Eagle Retail,2025-05-23,Portal,13.4,48.9,Yes,4.2
TKT-00576,Gamma Manufacturing,2025-09-18,Email,25.4,46.5,No,3.1
TKT-00577,Urban Retail,2025-04-08,Portal,24.6,25.7,Yes,4.1
TKT-00578,Westline Systems,2025-06-18,Phone,4.5,27.4,No,3.7
TKT-00579,Evergreen Health,2026-08-11,Portal,20.7,56.7,No,3.4
TKT-00580,Kaveri Engineering,2025-08-03,Chat,34.1,86.7,No,3.3
TKT-00581,Apex Industries,2025-07-09,Phone,15.4,50.9,No,4.5
TKT-00582,Falcon Logistics,2026-05-05,Email,8.8,71.8,No,3.9
TKT-00583,Westline Systems,2025-11-18,Email,13.4,45.3,No,4.5
TKT-00584,Evergreen Health,2026-08-19,Email,22.0,35.1,No,3.6
TKT-00585,Summit Manufacturing,2025-04-10,Chat,22.1,43.9,No,4.1
TKT-00586,Pioneer Logistics,2025-07-29,Portal,23.2,64.4,Yes,4.8
TKT-00587,Falcon Logistics,2025-01-06,Chat,24.6,70.1,No,3.6
TKT-00588,Delta Systems,2025-12-19,Chat,17.9,35.7,No,3.5
TKT-00589,Vertex Health,2026-02-19,Phone,2.2,10.1,No,3.6
TKT-00590,Indus Education,2026-04-25,Chat,19.7,79.5,No,4.0
TKT-00591,Cobalt Systems,2026-02-20,Web,27.5,57.6,No,4.2
TKT-00592,Lotus Retail,2025-12-30,Web,12.5,42.9,Yes,3.6
TKT-00593,Dawn Healthcare,2026-01-12,Chat,10.4,42.9,No,3.6
TKT-00594,Quantum Tech,2025-08-19,Chat,32.4,66.6,No,3.9
TKT-00595,Orion Industrial,2025-07-01,Email,21.5,26.6,No,4.7
TKT-00596,Pioneer Logistics,2026-04-05,Email,25.8,86.9,No,3.2
TKT-00597,Quantum Tech,2025-02-10,Portal,9.5,34.5,Yes,3.1
TKT-00598,Delta Systems,2026-06-08,Email,14.0,30.2,No,3.1
TKT-00599,Urban Retail,2026-07-09,Chat,21.4,45.9,No,4.4
TKT-00600,Lotus Retail,2025-09-12,Web,10.3,73.7,No,3.6
TKT-00601,Gamma Manufacturing,2026-06-29,Web,21.8,74.7,No,3.4
TKT-00602,Gamma Manufacturing,2026-08-13,Portal,9.5,14.9,Yes,4.6
TKT-00603,Cobalt Systems,2026-07-21,Phone,33.0,77.7,No,4.3
TKT-00604,Eagle Retail,2025-08-30,Web,2.1,26.9,No,4.9
TKT-00605,Apex Industries,2026-07-09,Web,23.4,27.2,Yes,4.7
TKT-00606,Orion Industrial,2026-08-23,Phone,18.0,54.8,No,4.0
TKT-00607,BrightPath Consulting,2025-08-15,Phone,5.8,57.4,No,4.4
TKT-00608,Riverstone Ltd,2025-04-03,Portal,25.6,81.0,Yes,4.1
TKT-00609,Orion Industrial,2025-08-11,Email,11.3,36.8,No,3.1
TKT-00610,Vertex Health,2025-08-03,Web,12.2,70.5,Yes,4.0
TKT-00611,Eagle Retail,2026-04-30,Portal,19.6,57.8,Yes,4.9
TKT-00612,Cobalt Systems,2026-07-02,Web,34.7,83.6,No,4.3
TKT-00613,BrightPath Consulting,2026-06-10,Web,9.4,51.3,Yes,3.6
TKT-00614,Zenith Foods,2026-07-16,Portal,21.4,72.1,No,4.9
TKT-00615,Nova Systems,2025-11-24,Portal,7.8,32.8,Yes,4.9
TKT-00616,Summit Manufacturing,2025-09-12,Phone,24.0,38.6,No,3.3
TKT-00617,Zenith Foods,2026-04-24,Chat,24.8,38.5,No,3.1
TKT-00618,Eagle Retail,2025-01-21,Web,11.0,14.6,No,4.7
TKT-00619,Zenith Foods,2025-03-19,Email,30.3,34.5,No,4.1
TKT-00620,Quantum Tech,2026-07-23,Chat,30.0,31.8,No,4.7
TKT-00621,Fusion Logistics,2025-12-29,Web,27.6,58.2,Yes,4.1
TKT-00622,Apex Industries,2025-03-01,Web,4.0,9.1,Yes,4.0
TKT-00623,Horizon Tech,2026-07-06,Portal,21.4,57.1,Yes,4.2
TKT-00624,Orion Industrial,2026-02-18,Phone,27.0,46.3,No,3.7
TKT-00625,Riverstone Ltd,2026-05-10,Chat,17.5,73.0,No,4.2
TKT-00626,Cobalt Systems,2025-04-23,Portal,9.0,43.7,No,3.8
TKT-00627,Westline Systems,2025-06-26,Web,18.1,87.1,No,4.6
TKT-00628,Indus Education,2025-10-13,Phone,7.8,24.6,No,4.0
TKT-00629,Riverstone Ltd,2026-02-25,Chat,11.6,23.3,No,3.5
TKT-00630,Horizon Tech,2025-06-30,Email,34.8,84.2,No,3.4
TKT-00631,Urban Retail,2025-07-23,Chat,10.5,77.0,No,4.3
TKT-00632,Kaveri Engineering,2025-05-01,Phone,25.9,52.5,No,3.2
TKT-00633,Crescent Retail,2026-07-20,Phone,17.3,51.4,No,3.3
TKT-00634,Gamma Manufacturing,2025-11-03,Email,16.9,82.2,No,3.8
TKT-00635,Quantum Tech,2026-01-07,Chat,18.5,72.3,No,4.7
TKT-00636,BluePeak Ltd,2025-05-13,Phone,27.9,61.9,No,4.5
TKT-00637,Urban Retail,2025-05-06,Chat,16.8,17.8,No,4.7
TKT-00638,Fusion Logistics,2025-06-04,Web,17.8,26.5,Yes,3.6
TKT-00639,Kaveri Engineering,2026-07-19,Email,19.6,34.4,No,4.1
TKT-00640,BluePeak Ltd,2025-11-30,Web,28.2,92.3,No,4.1
TKT-00641,Aria Components,2026-06-09,Phone,28.0,70.6,No,4.4
TKT-00642,Quantum Tech,2025-02-05,Web,30.7,101.7,Yes,4.9
TKT-00643,Gamma Manufacturing,2026-07-20,Chat,23.6,77.4,No,3.9
TKT-00644,Aria Components,2025-10-30,Portal,29.4,62.1,Yes,4.2
TKT-00645,Cobalt Systems,2025-12-02,Chat,19.7,48.9,No,3.9
TKT-00646,Indus Education,2026-08-13,Email,31.2,49.8,No,4.0
TKT-00647,Westline Systems,2025-08-19,Portal,33.0,100.0,No,4.1
TKT-00648,Aria Components,2026-03-08,Portal,13.9,64.2,No,3.6
TKT-00649,BrightPath Consulting,2025-04-27,Email,29.3,65.2,No,3.4
TKT-00650,Fusion Logistics,2025-01-30,Phone,4.4,34.4,No,3.7
TKT-00651,Gamma Manufacturing,2026-01-22,Chat,13.2,73.0,No,4.0
TKT-00652,Urban Retail,2025-05-31,Portal,28.1,34.6,Yes,4.0
TKT-00653,Apex Industries,2026-04-16,Phone,31.3,77.4,No,3.8
TKT-00654,Kaveri Engineering,2025-05-19,Chat,20.0,75.1,No,4.8
TKT-00655,BluePeak Ltd,2025-08-18,Portal,25.7,94.7,Yes,4.9
TKT-00656,Zenith Foods,2025-12-06,Web,6.0,38.2,Yes,3.5
TKT-00657,BluePeak Ltd,2025-06-19,Portal,6.3,48.6,Yes,3.3
TKT-00658,Nova Systems,2026-07-05,Chat,14.5,47.1,No,3.4
TKT-00659,Quantum Tech,2026-07-05,Email,20.9,51.8,No,4.3
TKT-00660,Urban Retail,2026-06-06,Phone,25.1,42.1,No,3.1
TKT-00661,Delta Systems,2026-06-09,Phone,26.3,81.8,No,4.5
TKT-00662,Aria Components,2025-04-19,Portal,36.0,61.1,Yes,3.6
TKT-00663,Aria Components,2025-11-14,Email,15.8,18.0,No,4.2
TKT-00664,Vertex Health,2025-10-05,Email,30.4,50.9,No,4.8
TKT-00665,Summit Manufacturing,2025-07-06,Portal,6.8,70.5,No,5.0
TKT-00666,Jupiter Foods,2025-07-01,Phone,22.5,92.5,No,4.1
TKT-00667,Kaveri Engineering,2026-02-11,Phone,1.3,3.8,No,3.2
TKT-00668,Vertex Health,2025-02-14,Phone,33.5,66.7,No,5.0
TKT-00669,Cobalt Systems,2026-01-21,Email,22.0,29.4,No,4.4
TKT-00670,BluePeak Ltd,2026-03-15,Web,20.1,50.9,Yes,4.8
TKT-00671,BrightPath Consulting,2025-08-21,Portal,31.2,70.7,Yes,4.8
TKT-00672,Cobalt Systems,2025-11-05,Phone,10.7,70.0,No,4.5
TKT-00673,Lotus Retail,2025-01-10,Portal,13.4,84.7,Yes,3.9
TKT-00674,Indus Education,2025-02-24,Web,10.1,79.5,Yes,5.0
TKT-00675,Crescent Retail,2025-02-04,Email,0.6,65.8,No,4.9
TKT-00676,Nova Systems,2026-06-25,Web,28.1,34.4,Yes,4.9
TKT-00677,Jupiter Foods,2025-07-27,Email,10.0,57.5,No,3.7
TKT-00678,Trinity Services,2025-05-27,Chat,18.0,33.3,No,3.2
TKT-00679,BluePeak Ltd,2025-06-09,Chat,20.3,34.7,No,4.4
TKT-00680,Urban Retail,2025-03-20,Email,18.7,42.6,No,4.2
TKT-00681,Delta Systems,2025-02-18,Portal,7.7,44.9,Yes,4.2
TKT-00682,Vertex Health,2026-05-01,Portal,2.6,27.8,No,4.1
TKT-00683,Dawn Healthcare,2025-06-01,Email,20.2,50.5,No,3.3
TKT-00684,Quantum Tech,2025-01-07,Email,31.2,63.9,No,4.4
TKT-00685,Falcon Logistics,2025-04-08,Chat,16.1,65.8,No,4.4
TKT-00686,Cobalt Systems,2025-01-06,Web,11.7,49.1,Yes,4.7
TKT-00687,Indus Education,2026-04-02,Phone,0.9,31.3,No,3.3
