Opportunity ID,Customer,Salesperson,Region,Industry,Stage,Deal Value,Probability,Expected Revenue,Lead Source,Created Date,Expected Close,Marketing Campaign
OPP-0203,Dawn Healthcare,Diya,South,IT Services,Qualified,1428000,0.25,357000,Partner Referral,2026-01-18,2026-05-16,Partner Referral
OPP-0204,Nova Systems,Diya,East,Education,Proposal,2476000,0.5,1238000,Email Nurture,2025-05-03,2025-09-04,Email Nurture
OPP-0205,Falcon Logistics,Sana,West,Retail,Qualified,2306000,0.25,576500,Organic,2025-04-30,2025-07-17,Organic
OPP-0206,Apex Industries,Kabir,South,Healthcare,Qualified,3002000,0.25,750500,Organic,2025-01-23,2025-02-22,Organic
OPP-0207,Horizon Tech,Kabir,East,IT Services,Qualified,2898000,0.25,724500,Trade Show,2026-02-28,2026-05-22,Trade Show
OPP-0208,Urban Retail,Sana,North,Healthcare,Proposal,1802000,0.5,901000,Partner Referral,2025-05-19,2025-06-24,Partner Referral
OPP-0209,Apex Industries,Kabir,North,Logistics,Won,3860000,1.0,3860000,Organic,2025-07-24,2025-09-02,Organic
OPP-0210,Westline Systems,Aarav,North,Manufacturing,Lead,1715000,0.1,171500,Trade Show,2025-11-02,2026-02-08,Trade Show
OPP-0211,Gamma Manufacturing,Rohan,North,Education,Qualified,390000,0.25,97500,LinkedIn,2025-10-07,2026-01-04,LinkedIn
OPP-0212,Metro Healthcare,Sana,East,Retail,Proposal,2716000,0.5,1358000,LinkedIn,2025-02-17,2025-05-04,LinkedIn
OPP-0213,Evergreen Health,Kabir,East,Retail,Qualified,2189000,0.25,547250,Organic,2025-02-08,2025-04-21,Organic
OPP-0214,Zenith Foods,Diya,North,Retail,Won,1690000,1.0,1690000,Organic,2025-05-04,2025-07-28,Organic
OPP-0215,Kaveri Engineering,Kabir,West,Logistics,Proposal,4336000,0.5,2168000,Google Search,2026-03-23,2026-05-24,Google Search
OPP-0216,Kaveri Engineering,Kabir,West,Education,Lost,477000,0.0,0,Email Nurture,2026-03-21,2026-07-19,Email Nurture
OPP-0217,Delta Systems,Rohan,South,Manufacturing,Qualified,3486000,0.25,871500,Email Nurture,2026-03-16,2026-04-09,Email Nurture
OPP-0218,Westline Systems,Diya,East,IT Services,Proposal,271000,0.5,135500,Organic,2026-02-28,2026-05-13,Organic
OPP-0219,Eagle Retail,Rohan,North,Retail,Qualified,1168000,0.25,292000,Trade Show,2025-03-29,2025-07-16,Trade Show
OPP-0220,Delta Systems,Rohan,North,Education,Proposal,778000,0.5,389000,Partner Referral,2026-07-30,2026-12-07,Partner Referral
OPP-0221,Nova Systems,Diya,North,Healthcare,Qualified,3886000,0.25,971500,Organic,2025-05-29,2025-06-19,Organic
OPP-0222,Urban Retail,Diya,East,Manufacturing,Proposal,3419000,0.5,1709500,Google Search,2025-01-22,2025-05-14,Google Search
OPP-0223,Fusion Logistics,Meera,South,Retail,Qualified,1879000,0.25,469750,Organic,2025-03-26,2025-05-07,Organic
OPP-0224,Eagle Retail,Diya,East,Manufacturing,Lead,192000,0.1,19200,Trade Show,2025-07-08,2025-11-23,Trade Show
OPP-0225,Summit Manufacturing,Rohan,North,Manufacturing,Lead,602000,0.1,60200,Partner Referral,2025-08-21,2025-09-16,Partner Referral
OPP-0226,Aria Components,Kabir,North,Education,Qualified,3216000,0.25,804000,Trade Show,2026-03-04,2026-05-18,Trade Show
OPP-0227,Metro Healthcare,Rohan,West,Healthcare,Negotiation,1963000,0.7,1374100,Email Nurture,2026-07-20,2026-09-12,Email Nurture
OPP-0228,Indus Education,Rohan,East,IT Services,Lead,4106000,0.1,410600,Google Search,2025-01-13,2025-03-07,Google Search
OPP-0229,Crescent Retail,Rohan,South,IT Services,Won,3799000,1.0,3799000,LinkedIn,2026-05-23,2026-10-19,LinkedIn
OPP-0230,Delta Systems,Rohan,South,Retail,Lead,2128000,0.1,212800,LinkedIn,2026-01-30,2026-02-22,LinkedIn
OPP-0231,Dawn Healthcare,Sana,South,Logistics,Qualified,3023000,0.25,755750,Google Search,2026-06-07,2026-10-24,Google Search
OPP-0232,Orion Industrial,Rohan,North,Education,Lost,3421000,0.0,0,Email Nurture,2025-02-13,2025-06-14,Email Nurture
OPP-0233,Trinity Services,Rohan,East,Manufacturing,Lead,3861000,0.1,386100,Email Nurture,2026-01-20,2026-03-02,Email Nurture
OPP-0234,Horizon Tech,Aarav,East,IT Services,Won,1099000,1.0,1099000,LinkedIn,2025-04-27,2025-08-09,LinkedIn
OPP-0235,Aria Components,Aarav,East,Healthcare,Lead,3424000,0.1,342400,Trade Show,2026-04-13,2026-05-27,Trade Show
OPP-0236,Cobalt Systems,Aarav,West,IT Services,Proposal,2867000,0.5,1433500,LinkedIn,2026-04-21,2026-07-05,LinkedIn
OPP-0237,Indus Education,Sana,South,IT Services,Qualified,2259000,0.25,564750,Partner Referral,2025-11-11,2026-01-09,Partner Referral
OPP-0238,Dawn Healthcare,Meera,North,Logistics,Qualified,4181000,0.25,1045250,Organic,2025-04-04,2025-07-31,Organic
OPP-0239,Cobalt Systems,Aarav,North,Healthcare,Lead,1126000,0.1,112600,Organic,2025-12-31,2026-04-06,Organic
OPP-0240,Riverstone Ltd,Sana,West,Manufacturing,Lost,2209000,0.0,0,Partner Referral,2026-06-17,2026-08-04,Partner Referral
OPP-0241,Jupiter Foods,Kabir,East,Healthcare,Lost,1307000,0.0,0,Google Search,2025-03-14,2025-06-02,Google Search
OPP-0242,Eagle Retail,Meera,East,IT Services,Proposal,739000,0.5,369500,Trade Show,2026-07-15,2026-08-07,Trade Show
OPP-0243,Pioneer Logistics,Kabir,East,Retail,Qualified,3521000,0.25,880250,Organic,2025-04-04,2025-08-22,Organic
OPP-0244,Aria Components,Meera,East,Education,Proposal,545000,0.5,272500,Organic,2025-04-19,2025-06-09,Organic
OPP-0245,Trinity Services,Meera,North,IT Services,Won,4112000,1.0,4112000,LinkedIn,2025-12-12,2026-05-02,LinkedIn
OPP-0246,Nova Systems,Kabir,West,Education,Negotiation,2692000,0.7,1884399,Organic,2025-08-14,2025-10-26,Organic
OPP-0247,Quantum Tech,Aarav,North,Education,Qualified,1325000,0.25,331250,Google Search,2026-05-31,2026-10-20,Google Search
OPP-0248,Kaveri Engineering,Meera,North,Retail,Lead,3667000,0.1,366700,Google Search,2026-07-07,2026-09-14,Google Search
OPP-0249,Nova Systems,Aarav,North,Retail,Proposal,872000,0.5,436000,Google Search,2026-08-08,2026-11-12,Google Search
OPP-0250,BrightPath Consulting,Aarav,East,Logistics,Qualified,3619000,0.25,904750,Organic,2026-06-29,2026-08-31,Organic
OPP-0251,Evergreen Health,Sana,South,Education,Won,4010000,1.0,4010000,LinkedIn,2026-04-08,2026-07-03,LinkedIn
OPP-0252,Indus Education,Aarav,South,Manufacturing,Lead,4315000,0.1,431500,Organic,2026-01-15,2026-04-21,Organic
OPP-0253,Aria Components,Diya,South,Logistics,Lead,2848000,0.1,284800,LinkedIn,2025-05-08,2025-07-20,LinkedIn
OPP-0254,Evergreen Health,Meera,South,IT Services,Won,3020000,1.0,3020000,Google Search,2025-03-17,2025-07-30,Google Search
OPP-0255,Westline Systems,Rohan,East,Retail,Lost,431000,0.0,0,Partner Referral,2025-11-06,2026-02-24,Partner Referral
OPP-0256,Metro Healthcare,Aarav,North,IT Services,Negotiation,269000,0.7,188300,LinkedIn,2026-05-28,2026-09-07,LinkedIn
OPP-0257,Horizon Tech,Rohan,North,Education,Won,2152000,1.0,2152000,Partner Referral,2025-11-08,2025-12-06,Partner Referral
OPP-0258,Zenith Foods,Aarav,West,Manufacturing,Proposal,887000,0.5,443500,LinkedIn,2026-04-08,2026-07-07,LinkedIn
OPP-0259,Crescent Retail,Meera,South,Education,Proposal,3954000,0.5,1977000,Trade Show,2026-06-19,2026-08-03,Trade Show
OPP-0260,Fusion Logistics,Rohan,South,IT Services,Won,201000,1.0,201000,Partner Referral,2026-06-04,2026-10-05,Partner Referral
OPP-0261,Apex Industries,Kabir,East,Manufacturing,Negotiation,2444000,0.7,1710800,Partner Referral,2026-04-13,2026-07-24,Partner Referral
OPP-0262,Lotus Retail,Diya,East,Manufacturing,Won,1633000,1.0,1633000,LinkedIn,2026-07-09,2026-12-06,LinkedIn
OPP-0263,Jupiter Foods,Diya,West,Healthcare,Lead,866000,0.1,86600,LinkedIn,2025-03-29,2025-07-25,LinkedIn
OPP-0264,Jupiter Foods,Meera,North,Retail,Won,1764000,1.0,1764000,Organic,2025-07-03,2025-11-26,Organic
OPP-0265,Aria Components,Aarav,West,Logistics,Lost,2717000,0.0,0,Google Search,2026-06-05,2026-07-24,Google Search
OPP-0266,Westline Systems,Kabir,South,Education,Negotiation,4288000,0.7,3001600,Partner Referral,2026-03-25,2026-04-25,Partner Referral
OPP-0267,Evergreen Health,Sana,North,Manufacturing,Proposal,2757000,0.5,1378500,Organic,2026-06-23,2026-07-22,Organic
OPP-0268,Trinity Services,Rohan,North,Manufacturing,Proposal,294000,0.5,147000,Trade Show,2025-08-07,2025-08-23,Trade Show
OPP-0269,Dawn Healthcare,Aarav,West,Manufacturing,Won,3056000,1.0,3056000,Partner Referral,2025-03-21,2025-08-01,Partner Referral
OPP-0270,Horizon Tech,Aarav,North,Logistics,Lead,1507000,0.1,150700,LinkedIn,2025-06-30,2025-09-10,LinkedIn
OPP-0271,Pioneer Logistics,Sana,East,Logistics,Won,4186000,1.0,4186000,LinkedIn,2026-07-29,2026-11-11,LinkedIn
OPP-0272,Apex Industries,Kabir,West,Education,Proposal,161000,0.5,80500,Email Nurture,2026-06-23,2026-09-26,Email Nurture
OPP-0273,Summit Manufacturing,Rohan,East,Logistics,Won,2593000,1.0,2593000,Organic,2026-04-24,2026-06-20,Organic
OPP-0274,Pioneer Logistics,Kabir,East,IT Services,Lost,1303000,0.0,0,Trade Show,2026-04-15,2026-06-20,Trade Show
OPP-0275,Aria Components,Diya,West,IT Services,Qualified,3016000,0.25,754000,Organic,2025-01-19,2025-02-08,Organic
OPP-0276,Aria Components,Aarav,North,Healthcare,Negotiation,3759000,0.7,2631300,Organic,2026-02-22,2026-07-06,Organic
OPP-0277,Eagle Retail,Rohan,East,Healthcare,Lead,2883000,0.1,288300,Google Search,2026-03-24,2026-05-29,Google Search
OPP-0278,Cobalt Systems,Rohan,West,Education,Proposal,2588000,0.5,1294000,Google Search,2025-03-11,2025-04-17,Google Search
OPP-0279,BrightPath Consulting,Meera,West,IT Services,Proposal,4292000,0.5,2146000,Partner Referral,2026-03-24,2026-07-22,Partner Referral
OPP-0280,Dawn Healthcare,Meera,North,Logistics,Proposal,3882000,0.5,1941000,LinkedIn,2026-06-09,2026-10-17,LinkedIn
OPP-0281,Aria Components,Meera,East,Manufacturing,Won,1211000,1.0,1211000,Trade Show,2026-02-01,2026-04-30,Trade Show
OPP-0282,Dawn Healthcare,Aarav,West,Education,Proposal,2592000,0.5,1296000,Trade Show,2025-02-11,2025-04-11,Trade Show
OPP-0283,BrightPath Consulting,Rohan,West,IT Services,Won,1513000,1.0,1513000,LinkedIn,2025-10-29,2025-11-27,LinkedIn
OPP-0284,BrightPath Consulting,Sana,North,IT Services,Negotiation,815000,0.7,570500,Email Nurture,2025-05-24,2025-09-27,Email Nurture
OPP-0285,Delta Systems,Diya,North,Manufacturing,Negotiation,2905000,0.7,2033499,Organic,2026-05-23,2026-07-27,Organic
OPP-0286,Jupiter Foods,Kabir,South,Retail,Proposal,3543000,0.5,1771500,Google Search,2026-01-02,2026-03-02,Google Search
OPP-0287,Metro Healthcare,Aarav,West,Retail,Lead,4342000,0.1,434200,Google Search,2025-05-03,2025-05-21,Google Search
OPP-0288,Zenith Foods,Meera,North,Manufacturing,Lead,2101000,0.1,210100,Trade Show,2025-08-04,2025-10-10,Trade Show
OPP-0289,Metro Healthcare,Kabir,West,Education,Negotiation,3990000,0.7,2793000,LinkedIn,2026-07-21,2026-10-07,LinkedIn
OPP-0290,Kaveri Engineering,Meera,East,Retail,Negotiation,1552000,0.7,1086400,LinkedIn,2026-04-19,2026-08-23,LinkedIn
OPP-0291,Riverstone Ltd,Kabir,South,Logistics,Lead,462000,0.1,46200,Trade Show,2025-09-15,2025-11-28,Trade Show
OPP-0292,Vertex Health,Meera,East,IT Services,Lead,795000,0.1,79500,Organic,2026-01-08,2026-06-02,Organic
OPP-0293,Metro Healthcare,Rohan,North,Education,Proposal,1826000,0.5,913000,Organic,2025-01-11,2025-05-11,Organic
OPP-0294,BluePeak Ltd,Kabir,East,Retail,Qualified,954000,0.25,238500,Google Search,2026-08-14,2026-11-21,Google Search
OPP-0295,Crescent Retail,Aarav,North,Manufacturing,Won,1761000,1.0,1761000,Email Nurture,2026-02-18,2026-06-06,Email Nurture
OPP-0296,Urban Retail,Kabir,East,Retail,Negotiation,3380000,0.7,2366000,Google Search,2026-07-08,2026-08-07,Google Search
OPP-0297,Nova Systems,Sana,East,IT Services,Won,1471000,1.0,1471000,LinkedIn,2026-06-01,2026-08-04,LinkedIn
OPP-0298,Crescent Retail,Diya,East,Healthcare,Qualified,1833000,0.25,458250,Trade Show,2025-01-23,2025-06-05,Trade Show
OPP-0299,Apex Industries,Meera,West,IT Services,Proposal,2756000,0.5,1378000,Email Nurture,2026-06-28,2026-07-25,Email Nurture
OPP-0300,Horizon Tech,Diya,South,Manufacturing,Won,2015000,1.0,2015000,Partner Referral,2026-04-22,2026-06-28,Partner Referral
OPP-0301,Gamma Manufacturing,Kabir,North,IT Services,Lead,4228000,0.1,422800,Partner Referral,2025-07-14,2025-09-15,Partner Referral
OPP-0302,Orion Industrial,Sana,North,Manufacturing,Won,969000,1.0,969000,Google Search,2026-04-24,2026-09-17,Google Search
OPP-0303,Orion Industrial,Kabir,South,IT Services,Won,3997000,1.0,3997000,Organic,2026-07-03,2026-10-07,Organic
OPP-0304,Nova Systems,Meera,West,Retail,Proposal,4349000,0.5,2174500,Email Nurture,2026-08-19,2026-12-13,Email Nurture
OPP-0305,Lotus Retail,Meera,East,IT Services,Qualified,1279000,0.25,319750,Partner Referral,2026-05-07,2026-07-19,Partner Referral
OPP-0306,Jupiter Foods,Kabir,South,Logistics,Won,4070000,1.0,4070000,Google Search,2025-11-23,2025-12-12,Google Search
OPP-0307,Dawn Healthcare,Kabir,South,Education,Negotiation,1065000,0.7,745500,Partner Referral,2026-05-27,2026-09-21,Partner Referral
OPP-0308,Horizon Tech,Sana,North,Education,Proposal,3879000,0.5,1939500,Trade Show,2026-07-26,2026-11-04,Trade Show
OPP-0309,Fusion Logistics,Sana,North,Healthcare,Lead,3478000,0.1,347800,Trade Show,2026-04-20,2026-09-14,Trade Show
OPP-0310,Cobalt Systems,Diya,West,Manufacturing,Negotiation,168000,0.7,117599,LinkedIn,2026-03-14,2026-04-26,LinkedIn
OPP-0311,Apex Industries,Sana,East,Education,Lead,4392000,0.1,439200,LinkedIn,2026-01-26,2026-03-28,LinkedIn
OPP-0312,Jupiter Foods,Diya,West,Retail,Proposal,945000,0.5,472500,Google Search,2025-04-06,2025-05-24,Google Search
OPP-0313,Delta Systems,Rohan,South,Healthcare,Won,2215000,1.0,2215000,Trade Show,2026-06-07,2026-08-11,Trade Show
OPP-0314,Urban Retail,Sana,West,Manufacturing,Proposal,1096000,0.5,548000,Organic,2025-10-28,2026-03-27,Organic
OPP-0315,Evergreen Health,Sana,North,Healthcare,Negotiation,4296000,0.7,3007200,LinkedIn,2026-08-06,2026-12-12,LinkedIn
OPP-0316,Evergreen Health,Aarav,North,Retail,Proposal,4459000,0.5,2229500,LinkedIn,2025-09-07,2025-11-22,LinkedIn
OPP-0317,Summit Manufacturing,Meera,West,Healthcare,Negotiation,1198000,0.7,838600,Google Search,2026-01-03,2026-03-17,Google Search
OPP-0318,Crescent Retail,Meera,North,IT Services,Negotiation,1146000,0.7,802200,Google Search,2025-06-11,2025-08-17,Google Search
OPP-0319,Urban Retail,Kabir,South,Healthcare,Qualified,89000,0.25,22250,LinkedIn,2026-04-14,2026-05-06,LinkedIn
OPP-0320,Vertex Health,Kabir,South,Healthcare,Won,317000,1.0,317000,Google Search,2026-02-05,2026-04-07,Google Search
OPP-0321,Indus Education,Sana,North,Logistics,Qualified,1770000,0.25,442500,Email Nurture,2026-04-15,2026-09-02,Email Nurture
OPP-0322,Apex Industries,Sana,North,Education,Lead,1711000,0.1,171100,Google Search,2025-04-09,2025-08-23,Google Search
OPP-0323,Apex Industries,Rohan,North,IT Services,Qualified,1736000,0.25,434000,Partner Referral,2026-07-30,2026-09-16,Partner Referral
OPP-0324,Orion Industrial,Aarav,East,Logistics,Qualified,4451000,0.25,1112750,LinkedIn,2025-02-22,2025-03-10,LinkedIn
OPP-0325,Trinity Services,Diya,North,IT Services,Negotiation,2330000,0.7,1631000,Trade Show,2025-08-11,2025-11-09,Trade Show
OPP-0326,Summit Manufacturing,Aarav,North,Logistics,Lead,756000,0.1,75600,Email Nurture,2025-10-06,2025-11-30,Email Nurture
OPP-0327,Apex Industries,Aarav,North,Manufacturing,Qualified,957000,0.25,239250,Google Search,2025-11-20,2026-02-10,Google Search
OPP-0328,Trinity Services,Meera,West,Retail,Won,3045000,1.0,3045000,Trade Show,2025-08-12,2025-12-28,Trade Show
OPP-0329,Indus Education,Sana,West,Healthcare,Negotiation,3872000,0.7,2710400,Email Nurture,2026-04-05,2026-05-26,Email Nurture
OPP-0330,Evergreen Health,Diya,South,Retail,Lead,3036000,0.1,303600,Organic,2025-08-28,2026-01-06,Organic
OPP-0331,BrightPath Consulting,Sana,West,Manufacturing,Negotiation,184000,0.7,128799,LinkedIn,2026-04-22,2026-06-11,LinkedIn
OPP-0332,Aria Components,Kabir,East,Retail,Negotiation,3339000,0.7,2337300,Email Nurture,2025-08-13,2025-11-05,Email Nurture
OPP-0333,Aria Components,Sana,South,Education,Won,3611000,1.0,3611000,Organic,2025-06-26,2025-10-16,Organic
OPP-0334,BrightPath Consulting,Diya,South,IT Services,Won,3211000,1.0,3211000,LinkedIn,2026-05-14,2026-09-01,LinkedIn
OPP-0335,Quantum Tech,Rohan,East,Retail,Lead,2710000,0.1,271000,Trade Show,2025-01-13,2025-02-09,Trade Show
OPP-0336,Westline Systems,Rohan,North,Retail,Proposal,3382000,0.5,1691000,Partner Referral,2026-03-20,2026-06-08,Partner Referral
OPP-0337,Kaveri Engineering,Kabir,South,Logistics,Qualified,3841000,0.25,960250,Partner Referral,2025-07-31,2025-09-13,Partner Referral
OPP-0338,Falcon Logistics,Meera,South,IT Services,Qualified,2959000,0.25,739750,Partner Referral,2025-07-16,2025-11-07,Partner Referral
OPP-0339,Fusion Logistics,Rohan,West,Healthcare,Qualified,1332000,0.25,333000,Google Search,2025-06-23,2025-10-22,Google Search
OPP-0340,Cobalt Systems,Meera,East,Retail,Negotiation,2302000,0.7,1611400,LinkedIn,2025-03-07,2025-06-06,LinkedIn
OPP-0341,Westline Systems,Diya,East,Education,Won,1113000,1.0,1113000,Partner Referral,2025-01-16,2025-02-22,Partner Referral
OPP-0342,Apex Industries,Rohan,West,IT Services,Won,4169000,1.0,4169000,Email Nurture,2025-11-08,2026-01-11,Email Nurture
OPP-0343,Eagle Retail,Rohan,South,IT Services,Won,3543000,1.0,3543000,Organic,2025-04-13,2025-04-28,Organic
OPP-0344,BluePeak Ltd,Rohan,West,Education,Won,263000,1.0,263000,LinkedIn,2025-07-26,2025-11-16,LinkedIn
OPP-0345,BluePeak Ltd,Diya,South,Manufacturing,Won,2535000,1.0,2535000,Google Search,2025-07-02,2025-08-14,Google Search
OPP-0346,Dawn Healthcare,Sana,East,Manufacturing,Proposal,620000,0.5,310000,LinkedIn,2026-01-17,2026-04-17,LinkedIn
OPP-0347,Evergreen Health,Rohan,East,Retail,Proposal,550000,0.5,275000,Organic,2025-05-03,2025-06-03,Organic
OPP-0348,Dawn Healthcare,Aarav,East,Retail,Lead,761000,0.1,76100,Email Nurture,2025-12-18,2026-01-15,Email Nurture
OPP-0349,Kaveri Engineering,Sana,West,Manufacturing,Proposal,2385000,0.5,1192500,Partner Referral,2026-02-13,2026-05-12,Partner Referral
OPP-0350,Fusion Logistics,Diya,West,Retail,Negotiation,3255000,0.7,2278500,Partner Referral,2025-07-23,2025-11-11,Partner Referral
OPP-0351,Zenith Foods,Kabir,West,Manufacturing,Lost,1857000,0.0,0,Email Nurture,2026-04-29,2026-06-18,Email Nurture
OPP-0352,Riverstone Ltd,Meera,North,Education,Proposal,546000,0.5,273000,Google Search,2025-08-21,2026-01-09,Google Search
OPP-0353,Urban Retail,Sana,East,Logistics,Lead,1041000,0.1,104100,LinkedIn,2025-05-25,2025-07-01,LinkedIn
OPP-0354,Fusion Logistics,Sana,North,Manufacturing,Lost,1209000,0.0,0,Email Nurture,2025-05-06,2025-05-28,Email Nurture
OPP-0355,Lotus Retail,Sana,South,Education,Qualified,2499000,0.25,624750,Email Nurture,2025-10-25,2025-12-09,Email Nurture
OPP-0356,Delta Systems,Aarav,South,Retail,Qualified,4100000,0.25,1025000,LinkedIn,2026-06-16,2026-09-23,LinkedIn
OPP-0357,Gamma Manufacturing,Diya,West,Retail,Proposal,3167000,0.5,1583500,Google Search,2025-12-10,2026-01-19,Google Search
OPP-0358,Eagle Retail,Aarav,East,IT Services,Proposal,3635000,0.5,1817500,Partner Referral,2026-07-23,2026-11-02,Partner Referral
OPP-0359,Riverstone Ltd,Kabir,North,Logistics,Won,4021000,1.0,4021000,LinkedIn,2025-12-24,2026-04-23,LinkedIn
OPP-0360,Orion Industrial,Meera,North,Logistics,Won,4230000,1.0,4230000,Partner Referral,2025-09-28,2026-02-05,Partner Referral
OPP-0361,Horizon Tech,Meera,East,Healthcare,Negotiation,1284000,0.7,898800,Organic,2026-01-01,2026-03-16,Organic
OPP-0362,Nova Systems,Diya,North,Healthcare,Won,2413000,1.0,2413000,Google Search,2025-10-29,2025-12-04,Google Search
OPP-0363,Trinity Services,Kabir,West,Logistics,Negotiation,173000,0.7,121099,Email Nurture,2025-12-19,2026-04-20,Email Nurture
OPP-0364,Urban Retail,Rohan,East,Manufacturing,Won,1893000,1.0,1893000,Google Search,2026-04-08,2026-05-21,Google Search
OPP-0365,Dawn Healthcare,Sana,North,Logistics,Lead,3483000,0.1,348300,Google Search,2025-01-27,2025-03-10,Google Search
OPP-0366,Gamma Manufacturing,Diya,North,Logistics,Won,2469000,1.0,2469000,Partner Referral,2026-01-31,2026-03-01,Partner Referral
OPP-0367,Pioneer Logistics,Rohan,East,Manufacturing,Lead,598000,0.1,59800,Trade Show,2026-06-18,2026-07-31,Trade Show
OPP-0368,Vertex Health,Diya,South,IT Services,Lead,2356000,0.1,235600,Google Search,2025-10-09,2025-10-24,Google Search
OPP-0369,Kaveri Engineering,Meera,South,Education,Proposal,3876000,0.5,1938000,Google Search,2025-10-20,2025-11-24,Google Search
OPP-0370,Evergreen Health,Diya,West,IT Services,Lead,4324000,0.1,432400,Partner Referral,2026-03-24,2026-06-10,Partner Referral
OPP-0371,Crescent Retail,Diya,North,Education,Qualified,2501000,0.25,625250,Email Nurture,2026-05-20,2026-07-30,Email Nurture
OPP-0372,Gamma Manufacturing,Diya,South,IT Services,Lead,283000,0.1,28300,Trade Show,2025-10-03,2026-01-16,Trade Show
OPP-0373,Quantum Tech,Meera,North,Manufacturing,Won,1227000,1.0,1227000,Google Search,2025-03-08,2025-06-04,Google Search
OPP-0374,Eagle Retail,Diya,West,Manufacturing,Lead,320000,0.1,32000,Partner Referral,2025-03-04,2025-06-11,Partner Referral
OPP-0375,Falcon Logistics,Sana,East,IT Services,Proposal,624000,0.5,312000,Google Search,2025-10-28,2026-01-11,Google Search
OPP-0376,Dawn Healthcare,Aarav,East,Education,Lead,3758000,0.1,375800,LinkedIn,2026-08-07,2026-10-18,LinkedIn
OPP-0377,Kaveri Engineering,Sana,East,Healthcare,Won,3265000,1.0,3265000,Partner Referral,2025-09-28,2026-02-12,Partner Referral
OPP-0378,Zenith Foods,Kabir,East,Logistics,Negotiation,2674000,0.7,1871799,Email Nurture,2025-10-01,2026-01-01,Email Nurture
OPP-0379,Indus Education,Diya,West,Retail,Proposal,4483000,0.5,2241500,Email Nurture,2025-12-31,2026-01-25,Email Nurture
OPP-0380,Dawn Healthcare,Meera,West,Healthcare,Won,3419000,1.0,3419000,Partner Referral,2026-08-06,2026-10-13,Partner Referral
OPP-0381,Kaveri Engineering,Aarav,East,Retail,Proposal,2450000,0.5,1225000,Organic,2025-02-20,2025-06-23,Organic
OPP-0382,Eagle Retail,Meera,North,Education,Proposal,938000,0.5,469000,Trade Show,2025-04-04,2025-07-01,Trade Show
OPP-0383,Gamma Manufacturing,Kabir,South,Logistics,Lost,3714000,0.0,0,LinkedIn,2026-08-10,2026-09-28,LinkedIn
OPP-0384,Horizon Tech,Sana,North,Manufacturing,Lead,984000,0.1,98400,Trade Show,2026-05-10,2026-06-21,Trade Show
OPP-0385,Cobalt Systems,Meera,West,IT Services,Lost,3499000,0.0,0,Organic,2026-03-28,2026-05-01,Organic
OPP-0386,Quantum Tech,Meera,North,Retail,Negotiation,4355000,0.7,3048500,Organic,2026-02-15,2026-04-21,Organic
OPP-0387,Falcon Logistics,Kabir,North,Manufacturing,Negotiation,3722000,0.7,2605400,Partner Referral,2025-09-12,2025-12-22,Partner Referral
OPP-0388,Eagle Retail,Kabir,East,Manufacturing,Proposal,1457000,0.5,728500,Email Nurture,2025-12-26,2026-04-23,Email Nurture
OPP-0389,Zenith Foods,Meera,West,Retail,Qualified,882000,0.25,220500,LinkedIn,2026-08-04,2026-10-07,LinkedIn
OPP-0390,BrightPath Consulting,Meera,West,Manufacturing,Proposal,4478000,0.5,2239000,Trade Show,2025-06-16,2025-10-14,Trade Show
OPP-0391,Aria Components,Sana,North,Healthcare,Proposal,1273000,0.5,636500,Trade Show,2025-10-22,2026-03-19,Trade Show
OPP-0392,Orion Industrial,Sana,South,Healthcare,Negotiation,2749000,0.7,1924299,LinkedIn,2025-11-09,2025-12-31,LinkedIn
OPP-0393,Trinity Services,Sana,North,Logistics,Proposal,3298000,0.5,1649000,Trade Show,2026-04-02,2026-05-01,Trade Show
OPP-0394,Falcon Logistics,Rohan,North,Logistics,Proposal,2954000,0.5,1477000,Email Nurture,2025-10-31,2026-01-12,Email Nurture
OPP-0395,Apex Industries,Aarav,North,IT Services,Qualified,346000,0.25,86500,Email Nurture,2025-03-29,2025-04-25,Email Nurture
OPP-0396,Lotus Retail,Diya,North,IT Services,Won,135000,1.0,135000,Google Search,2025-05-23,2025-08-29,Google Search
OPP-0397,Riverstone Ltd,Diya,North,Healthcare,Proposal,564000,0.5,282000,Email Nurture,2025-08-13,2025-12-29,Email Nurture
OPP-0398,Horizon Tech,Diya,East,Logistics,Proposal,2285000,0.5,1142500,LinkedIn,2025-05-15,2025-06-28,LinkedIn
OPP-0399,Indus Education,Sana,East,IT Services,Proposal,1527000,0.5,763500,Trade Show,2026-03-09,2026-05-02,Trade Show
OPP-0400,Horizon Tech,Meera,West,Education,Won,2515000,1.0,2515000,Email Nurture,2025-05-15,2025-06-25,Email Nurture
